task,condition,seed,phase,episode,success,obstacles_passed,steps,death,return,action_entropy,state_dependence,state_dependence_definition,action_counts,returns,attempted_returns,bricks_destroyed,interceptions,misses,completion,food,length
flappy,biological,1,heuristic,32,0.16666666666666666,1,46,pipe,0.46196641534711613,0.38721237518635865,0.13043478260869568,"action-diversity proxy, not a causal state-dependence test","[40, 6]",,,,,,,,
flappy,biological,1,heuristic,33,0.0,0,23,pipe,-0.78088,0.2954391918721141,0.08695652173913049,"action-diversity proxy, not a causal state-dependence test","[21, 2]",,,,,,,,
flappy,biological,1,heuristic,34,0.16666666666666666,1,40,boundary,0.38643915754178537,0.32508297339144626,0.09999999999999998,"action-diversity proxy, not a causal state-dependence test","[36, 4]",,,,,,,,
flappy,biological,1,heuristic,35,0.16666666666666666,1,46,pipe,0.4536239213761797,0.2954391918721141,0.08695652173913049,"action-diversity proxy, not a causal state-dependence test","[42, 4]",,,,,,,,
flappy,biological,1,heuristic,36,0.16666666666666666,1,46,pipe,0.4517736312578835,0.2954391918721141,0.08695652173913049,"action-diversity proxy, not a causal state-dependence test","[42, 4]",,,,,,,,
flappy,biological,1,heuristic,37,0.16666666666666666,1,46,pipe,0.4504390549292956,0.2954391918721141,0.08695652173913049,"action-diversity proxy, not a causal state-dependence test","[42, 4]",,,,,,,,
flappy,biological,1,heuristic,38,0.0,0,23,pipe,-0.78308,0.2954391918721141,0.08695652173913049,"action-diversity proxy, not a causal state-dependence test","[21, 2]",,,,,,,,
flappy,biological,1,heuristic,39,0.16666666666666666,1,46,pipe,0.45064294801488325,0.2954391918721141,0.08695652173913049,"action-diversity proxy, not a causal state-dependence test","[42, 4]",,,,,,,,
flappy,biological,1,sensory_noise,0,0.0,0,21,boundary,-0.80898,0.19144408195771534,0.04761904761904767,"action-diversity proxy, not a causal state-dependence test","[20, 1]",,,,,,,,
flappy,biological,1,sensory_noise,1,0.0,0,21,boundary,-0.8005371601931923,0.19144408195771534,0.04761904761904767,"action-diversity proxy, not a causal state-dependence test","[20, 1]",,,,,,,,
flappy,biological,1,sensory_noise,2,0.0,0,21,boundary,-0.8045969240448412,0.19144408195771534,0.04761904761904767,"action-diversity proxy, not a causal state-dependence test","[20, 1]",,,,,,,,
flappy,biological,1,sensory_noise,3,0.0,0,22,boundary,-0.7956948715506555,0.18490739916777368,0.045454545454545414,"action-diversity proxy, not a causal state-dependence test","[21, 1]",,,,,,,,
flappy,biological,1,sensory_noise,4,0.0,0,21,boundary,-0.80898,0.19144408195771534,0.04761904761904767,"action-diversity proxy, not a causal state-dependence test","[20, 1]",,,,,,,,
flappy,biological,1,sensory_noise,5,0.0,0,21,boundary,-0.80898,0.19144408195771534,0.04761904761904767,"action-diversity proxy, not a causal state-dependence test","[20, 1]",,,,,,,,
flappy,biological,1,sensory_noise,6,0.0,0,21,boundary,-0.8073282947184346,0.19144408195771534,0.04761904761904767,"action-diversity proxy, not a causal state-dependence test","[20, 1]",,,,,,,,
flappy,biological,1,sensory_noise,7,0.0,0,21,boundary,-0.8049219371731875,0.19144408195771534,0.04761904761904767,"action-diversity proxy, not a causal state-dependence test","[20, 1]",,,,,,,,
flappy,biological,1,sensory_noise,8,0.0,0,21,boundary,-0.802250893804127,0.19144408195771534,0.04761904761904767,"action-diversity proxy, not a causal state-dependence test","[20, 1]",,,,,,,,
flappy,biological,1,sensory_noise,9,0.0,0,21,boundary,-0.8066108700135245,0.19144408195771534,0.04761904761904767,"action-diversity proxy, not a causal state-dependence test","[20, 1]",,,,,,,,
flappy,biological,1,sensory_noise,10,0.0,0,21,boundary,-0.8088791858038666,0.19144408195771534,0.04761904761904767,"action-diversity proxy, not a causal state-dependence test","[20, 1]",,,,,,,,
flappy,biological,1,sensory_noise,11,0.0,0,21,boundary,-0.7994531002178167,0.19144408195771534,0.04761904761904767,"action-diversity proxy, not a causal state-dependence test","[20, 1]",,,,,,,,
flappy,biological,1,sensory_noise,12,0.0,0,21,boundary,-0.80898,0.19144408195771534,0.04761904761904767,"action-diversity proxy, not a causal state-dependence test","[20, 1]",,,,,,,,
flappy,biological,1,sensory_noise,13,0.0,0,21,boundary,-0.8047004821991833,0.19144408195771534,0.04761904761904767,"action-diversity proxy, not a causal state-dependence test","[20, 1]",,,,,,,,
flappy,biological,1,sensory_noise,14,0.0,0,21,boundary,-0.8046973793745582,0.19144408195771534,0.04761904761904767,"action-diversity proxy, not a causal state-dependence test","[20, 1]",,,,,,,,
flappy,biological,1,sensory_noise,15,0.0,0,21,boundary,-0.8025835761296747,0.19144408195771534,0.04761904761904767,"action-diversity proxy, not a causal state-dependence test","[20, 1]",,,,,,,,
flappy,biological,1,sensory_noise,16,0.0,0,21,boundary,-0.80898,0.19144408195771534,0.04761904761904767,"action-diversity proxy, not a causal state-dependence test","[20, 1]",,,,,,,,
flappy,biological,1,sensory_noise,17,0.0,0,21,boundary,-0.80898,0.19144408195771534,0.04761904761904767,"action-diversity proxy, not a causal state-dependence test","[20, 1]",,,,,,,,
flappy,biological,1,sensory_noise,18,0.0,0,10,boundary,-0.91808,-1.110223024625156e-15,0.0,"action-diversity proxy, not a causal state-dependence test","[10, 0]",,,,,,,,
flappy,biological,1,sensory_noise,19,0.0,0,21,boundary,-0.8002808498590592,0.19144408195771534,0.04761904761904767,"action-diversity proxy, not a causal state-dependence test","[20, 1]",,,,,,,,
flappy,biological,1,sensory_noise,20,0.0,0,21,boundary,-0.80898,0.19144408195771534,0.04761904761904767,"action-diversity proxy, not a causal state-dependence test","[20, 1]",,,,,,,,
flappy,biological,1,sensory_noise,21,0.0,0,21,boundary,-0.80898,0.19144408195771534,0.04761904761904767,"action-diversity proxy, not a causal state-dependence test","[20, 1]",,,,,,,,
flappy,biological,1,sensory_noise,22,0.0,0,21,boundary,-0.80898,0.19144408195771534,0.04761904761904767,"action-diversity proxy, not a causal state-dependence test","[20, 1]",,,,,,,,
flappy,biological,1,sensory_noise,23,0.0,0,10,boundary,-0.917352637653876,-1.110223024625156e-15,0.0,"action-diversity proxy, not a causal state-dependence test","[10, 0]",,,,,,,,
flappy,biological,1,sensory_noise,24,0.0,0,21,boundary,-0.8011633909614918,0.19144408195771534,0.04761904761904767,"action-diversity proxy, not a causal state-dependence test","[20, 1]",,,,,,,,
flappy,biological,1,sensory_noise,25,0.0,0,21,boundary,-0.80898,0.19144408195771534,0.04761904761904767,"action-diversity proxy, not a causal state-dependence test","[20, 1]",,,,,,,,
flappy,biological,1,sensory_noise,26,0.0,0,21,boundary,-0.8013380635436205,0.19144408195771534,0.04761904761904767,"action-diversity proxy, not a causal state-dependence test","[20, 1]",,,,,,,,
flappy,biological,1,sensory_noise,27,0.0,0,21,boundary,-0.80898,0.19144408195771534,0.04761904761904767,"action-diversity proxy, not a causal state-dependence test","[20, 1]",,,,,,,,
flappy,biological,1,sensory_noise,28,0.0,0,21,boundary,-0.8020907045810711,0.19144408195771534,0.04761904761904767,"action-diversity proxy, not a causal state-dependence test","[20, 1]",,,,,,,,
flappy,biological,1,sensory_noise,29,0.0,0,21,boundary,-0.80898,0.19144408195771534,0.04761904761904767,"action-diversity proxy, not a causal state-dependence test","[20, 1]",,,,,,,,
flappy,biological,1,sensory_noise,30,0.0,0,21,boundary,-0.8066029328439993,0.19144408195771534,0.04761904761904767,"action-diversity proxy, not a causal state-dependence test","[20, 1]",,,,,,,,
flappy,biological,1,sensory_noise,31,0.0,0,21,boundary,-0.80898,0.19144408195771534,0.04761904761904767,"action-diversity proxy, not a causal state-dependence test","[20, 1]",,,,,,,,
flappy,biological,1,sensory_noise,32,0.0,0,21,boundary,-0.80898,0.19144408195771534,0.04761904761904767,"action-diversity proxy, not a causal state-dependence test","[20, 1]",,,,,,,,
flappy,biological,1,sensory_noise,33,0.0,0,21,boundary,-0.801323551943968,0.19144408195771534,0.04761904761904767,"action-diversity proxy, not a causal state-dependence test","[20, 1]",,,,,,,,
flappy,biological,1,sensory_noise,34,0.0,0,10,boundary,-0.91808,-1.110223024625156e-15,0.0,"action-diversity proxy, not a causal state-dependence test","[10, 0]",,,,,,,,
flappy,biological,1,sensory_noise,35,0.0,0,21,boundary,-0.80898,0.19144408195771534,0.04761904761904767,"action-diversity proxy, not a causal state-dependence test","[20, 1]",,,,,,,,
flappy,biological,1,sensory_noise,36,0.0,0,21,boundary,-0.80898,0.19144408195771534,0.04761904761904767,"action-diversity proxy, not a causal state-dependence test","[20, 1]",,,,,,,,
flappy,biological,1,sensory_noise,37,0.0,0,21,boundary,-0.80898,0.19144408195771534,0.04761904761904767,"action-diversity proxy, not a causal state-dependence test","[20, 1]",,,,,,,,
flappy,biological,1,sensory_noise,38,0.0,0,21,boundary,-0.8068354507209592,0.19144408195771534,0.04761904761904767,"action-diversity proxy, not a causal state-dependence test","[20, 1]",,,,,,,,
flappy,biological,1,sensory_noise,39,0.0,0,21,boundary,-0.80898,0.19144408195771534,0.04761904761904767,"action-diversity proxy, not a causal state-dependence test","[20, 1]",,,,,,,,
flappy,biological,1,edge_ablation,0,0.0,0,23,boundary,-0.7883,0.17884491271684552,0.04347826086956519,"action-diversity proxy, not a causal state-dependence test","[22, 1]",,,,,,,,
flappy,biological,1,edge_ablation,1,0.0,0,10,boundary,-0.9096371601931923,-1.110223024625156e-15,0.0,"action-diversity proxy, not a causal state-dependence test","[10, 0]",,,,,,,,
flappy,biological,1,edge_ablation,2,0.16666666666666666,1,40,boundary,0.386323075955159,0.2663844632679184,0.07499999999999996,"action-diversity proxy, not a causal state-dependence test","[37, 3]",,,,,,,,
flappy,biological,1,edge_ablation,3,0.0,0,21,boundary,-0.8053348715506555,0.19144408195771534,0.04761904761904767,"action-diversity proxy, not a causal state-dependence test","[20, 1]",,,,,,,,
flappy,biological,1,edge_ablation,4,0.0,0,23,pipe,-0.78696,0.2954391918721141,0.08695652173913049,"action-diversity proxy, not a causal state-dependence test","[21, 2]",,,,,,,,
flappy,biological,1,edge_ablation,5,0.0,0,21,boundary,-0.80898,0.19144408195771534,0.04761904761904767,"action-diversity proxy, not a causal state-dependence test","[20, 1]",,,,,,,,
flappy,biological,1,edge_ablation,6,0.0,0,21,boundary,-0.8073282947184346,0.19144408195771534,0.04761904761904767,"action-diversity proxy, not a causal state-dependence test","[20, 1]",,,,,,,,
flappy,biological,1,edge_ablation,7,0.0,0,21,boundary,-0.8049219371731875,0.19144408195771534,0.04761904761904767,"action-diversity proxy, not a causal state-dependence test","[20, 1]",,,,,,,,
flappy,biological,1,edge_ablation,8,0.0,0,21,boundary,-0.802250893804127,0.19144408195771534,0.04761904761904767,"action-diversity proxy, not a causal state-dependence test","[20, 1]",,,,,,,,
flappy,biological,1,edge_ablation,9,0.0,0,21,boundary,-0.8066108700135245,0.19144408195771534,0.04761904761904767,"action-diversity proxy, not a causal state-dependence test","[20, 1]",,,,,,,,
flappy,biological,1,edge_ablation,10,0.0,0,21,boundary,-0.8088791858038666,0.19144408195771534,0.04761904761904767,"action-diversity proxy, not a causal state-dependence test","[20, 1]",,,,,,,,
flappy,biological,1,edge_ablation,11,0.0,0,21,boundary,-0.7994531002178167,0.19144408195771534,0.04761904761904767,"action-diversity proxy, not a causal state-dependence test","[20, 1]",,,,,,,,
flappy,biological,1,edge_ablation,12,0.0,0,21,boundary,-0.80898,0.19144408195771534,0.04761904761904767,"action-diversity proxy, not a causal state-dependence test","[20, 1]",,,,,,,,
flappy,biological,1,edge_ablation,13,0.0,0,21,boundary,-0.8047004821991833,0.19144408195771534,0.04761904761904767,"action-diversity proxy, not a causal state-dependence test","[20, 1]",,,,,,,,
flappy,biological,1,edge_ablation,14,0.0,0,10,boundary,-0.9137973793745582,-1.110223024625156e-15,0.0,"action-diversity proxy, not a causal state-dependence test","[10, 0]",,,,,,,,
flappy,biological,1,edge_ablation,15,0.0,0,22,boundary,-0.7929435761296747,0.18490739916777368,0.045454545454545414,"action-diversity proxy, not a causal state-dependence test","[21, 1]",,,,,,,,
flappy,biological,1,edge_ablation,16,0.0,0,21,boundary,-0.80898,0.19144408195771534,0.04761904761904767,"action-diversity proxy, not a causal state-dependence test","[20, 1]",,,,,,,,
flappy,biological,1,edge_ablation,17,0.0,0,21,boundary,-0.80898,0.19144408195771534,0.04761904761904767,"action-diversity proxy, not a causal state-dependence test","[20, 1]",,,,,,,,
flappy,biological,1,edge_ablation,18,0.0,0,21,boundary,-0.80898,0.19144408195771534,0.04761904761904767,"action-diversity proxy, not a causal state-dependence test","[20, 1]",,,,,,,,
flappy,biological,1,edge_ablation,19,0.0,0,21,boundary,-0.8002808498590592,0.19144408195771534,0.04761904761904767,"action-diversity proxy, not a causal state-dependence test","[20, 1]",,,,,,,,
flappy,biological,1,edge_ablation,20,0.0,0,21,boundary,-0.80898,0.19144408195771534,0.04761904761904767,"action-diversity proxy, not a causal state-dependence test","[20, 1]",,,,,,,,
flappy,biological,1,edge_ablation,21,0.0,0,21,boundary,-0.80898,0.19144408195771534,0.04761904761904767,"action-diversity proxy, not a causal state-dependence test","[20, 1]",,,,,,,,
flappy,biological,1,edge_ablation,22,0.0,0,21,boundary,-0.80898,0.19144408195771534,0.04761904761904767,"action-diversity proxy, not a causal state-dependence test","[20, 1]",,,,,,,,
flappy,biological,1,edge_ablation,23,0.0,0,21,boundary,-0.808252637653876,0.19144408195771534,0.04761904761904767,"action-diversity proxy, not a causal state-dependence test","[20, 1]",,,,,,,,
flappy,biological,1,edge_ablation,24,0.0,0,21,boundary,-0.8011633909614918,0.19144408195771534,0.04761904761904767,"action-diversity proxy, not a causal state-dependence test","[20, 1]",,,,,,,,
flappy,biological,1,edge_ablation,25,0.0,0,21,boundary,-0.80898,0.19144408195771534,0.04761904761904767,"action-diversity proxy, not a causal state-dependence test","[20, 1]",,,,,,,,
flappy,biological,1,edge_ablation,26,0.0,0,21,boundary,-0.8013380635436205,0.19144408195771534,0.04761904761904767,"action-diversity proxy, not a causal state-dependence test","[20, 1]",,,,,,,,
flappy,biological,1,edge_ablation,27,0.0,0,21,boundary,-0.80898,0.19144408195771534,0.04761904761904767,"action-diversity proxy, not a causal state-dependence test","[20, 1]",,,,,,,,
flappy,biological,1,edge_ablation,28,0.0,0,21,boundary,-0.8020907045810711,0.19144408195771534,0.04761904761904767,"action-diversity proxy, not a causal state-dependence test","[20, 1]",,,,,,,,
flappy,biological,1,edge_ablation,29,0.0,0,10,boundary,-0.91808,-1.110223024625156e-15,0.0,"action-diversity proxy, not a causal state-dependence test","[10, 0]",,,,,,,,
flappy,biological,1,edge_ablation,30,0.0,0,23,pipe,-0.7845829328439993,0.2954391918721141,0.08695652173913049,"action-diversity proxy, not a causal state-dependence test","[21, 2]",,,,,,,,
flappy,biological,1,edge_ablation,31,0.0,0,21,boundary,-0.80898,0.19144408195771534,0.04761904761904767,"action-diversity proxy, not a causal state-dependence test","[20, 1]",,,,,,,,
flappy,biological,1,edge_ablation,32,0.0,0,10,boundary,-0.91808,-1.110223024625156e-15,0.0,"action-diversity proxy, not a causal state-dependence test","[10, 0]",,,,,,,,
flappy,biological,1,edge_ablation,33,0.0,0,10,boundary,-0.9104235519439681,-1.110223024625156e-15,0.0,"action-diversity proxy, not a causal state-dependence test","[10, 0]",,,,,,,,
flappy,biological,1,edge_ablation,34,0.0,0,10,boundary,-0.91808,-1.110223024625156e-15,0.0,"action-diversity proxy, not a causal state-dependence test","[10, 0]",,,,,,,,
flappy,biological,1,edge_ablation,35,0.0,0,21,boundary,-0.80898,0.19144408195771534,0.04761904761904767,"action-diversity proxy, not a causal state-dependence test","[20, 1]",,,,,,,,
flappy,biological,1,edge_ablation,36,0.0,0,21,boundary,-0.80898,0.19144408195771534,0.04761904761904767,"action-diversity proxy, not a causal state-dependence test","[20, 1]",,,,,,,,
flappy,biological,1,edge_ablation,37,0.0,0,21,boundary,-0.80898,0.19144408195771534,0.04761904761904767,"action-diversity proxy, not a causal state-dependence test","[20, 1]",,,,,,,,
flappy,biological,1,edge_ablation,38,0.0,0,23,pipe,-0.78384,0.38721237518635865,0.13043478260869568,"action-diversity proxy, not a causal state-dependence test","[20, 3]",,,,,,,,
flappy,biological,1,edge_ablation,39,0.0,0,21,boundary,-0.80898,0.19144408195771534,0.04761904761904767,"action-diversity proxy, not a causal state-dependence test","[20, 1]",,,,,,,,
flappy,biological,1,neuron_ablation,0,0.0,0,17,boundary,-0.8404386257391906,0.4659992569610406,0.17647058823529416,"action-diversity proxy, not a causal state-dependence test","[14, 3]",,,,,,,,
flappy,biological,1,neuron_ablation,1,0.0,0,21,boundary,-0.8005371601931923,0.19144408195771534,0.04761904761904767,"action-diversity proxy, not a causal state-dependence test","[20, 1]",,,,,,,,
flappy,biological,1,neuron_ablation,2,0.0,0,21,boundary,-0.8045969240448412,0.19144408195771534,0.04761904761904767,"action-diversity proxy, not a causal state-dependence test","[20, 1]",,,,,,,,
flappy,biological,1,neuron_ablation,3,0.0,0,21,boundary,-0.8053348715506555,0.19144408195771534,0.04761904761904767,"action-diversity proxy, not a causal state-dependence test","[20, 1]",,,,,,,,
flappy,biological,1,neuron_ablation,4,0.0,0,21,boundary,-0.80898,0.19144408195771534,0.04761904761904767,"action-diversity proxy, not a causal state-dependence test","[20, 1]",,,,,,,,
flappy,biological,1,neuron_ablation,5,0.0,0,10,boundary,-0.91808,-1.110223024625156e-15,0.0,"action-diversity proxy, not a causal state-dependence test","[10, 0]",,,,,,,,
flappy,biological,1,neuron_ablation,6,0.0,0,23,pipe,-0.7808082947184346,0.2954391918721141,0.08695652173913049,"action-diversity proxy, not a causal state-dependence test","[21, 2]",,,,,,,,
flappy,biological,1,neuron_ablation,7,0.0,0,21,boundary,-0.8049219371731875,0.19144408195771534,0.04761904761904767,"action-diversity proxy, not a causal state-dependence test","[20, 1]",,,,,,,,
flappy,biological,1,neuron_ablation,8,0.0,0,21,boundary,-0.802250893804127,0.19144408195771534,0.04761904761904767,"action-diversity proxy, not a causal state-dependence test","[20, 1]",,,,,,,,
flappy,biological,1,neuron_ablation,9,0.0,0,21,boundary,-0.8066108700135245,0.19144408195771534,0.04761904761904767,"action-diversity proxy, not a causal state-dependence test","[20, 1]",,,,,,,,
flappy,biological,1,neuron_ablation,10,0.0,0,21,boundary,-0.8088791858038666,0.19144408195771534,0.04761904761904767,"action-diversity proxy, not a causal state-dependence test","[20, 1]",,,,,,,,
flappy,biological,1,neuron_ablation,11,0.0,0,21,boundary,-0.7994531002178167,0.19144408195771534,0.04761904761904767,"action-diversity proxy, not a causal state-dependence test","[20, 1]",,,,,,,,
flappy,biological,1,neuron_ablation,12,0.0,0,21,boundary,-0.80898,0.19144408195771534,0.04761904761904767,"action-diversity proxy, not a causal state-dependence test","[20, 1]",,,,,,,,
flappy,biological,1,neuron_ablation,13,0.0,0,23,pipe,-0.78384,0.38721237518635865,0.13043478260869568,"action-diversity proxy, not a causal state-dependence test","[20, 3]",,,,,,,,
flappy,biological,1,neuron_ablation,14,0.0,0,23,boundary,-0.7851973793745582,0.2954391918721141,0.08695652173913049,"action-diversity proxy, not a causal state-dependence test","[21, 2]",,,,,,,,
flappy,biological,1,neuron_ablation,15,0.16666666666666666,1,27,boundary,0.25753642387032527,0.26405205182562674,0.07407407407407407,"action-diversity proxy, not a causal state-dependence test","[25, 2]",,,,,,,,
flappy,biological,1,neuron_ablation,16,0.0,0,23,boundary,-0.7894800000000001,0.2954391918721141,0.08695652173913049,"action-diversity proxy, not a causal state-dependence test","[21, 2]",,,,,,,,
flappy,biological,1,neuron_ablation,17,0.0,0,21,boundary,-0.80898,0.19144408195771534,0.04761904761904767,"action-diversity proxy, not a causal state-dependence test","[20, 1]",,,,,,,,
flappy,biological,1,neuron_ablation,18,0.0,0,21,boundary,-0.80898,0.19144408195771534,0.04761904761904767,"action-diversity proxy, not a causal state-dependence test","[20, 1]",,,,,,,,
flappy,biological,1,neuron_ablation,19,0.0,0,21,boundary,-0.8002808498590592,0.19144408195771534,0.04761904761904767,"action-diversity proxy, not a causal state-dependence test","[20, 1]",,,,,,,,
flappy,biological,1,neuron_ablation,20,0.0,0,21,boundary,-0.80898,0.19144408195771534,0.04761904761904767,"action-diversity proxy, not a causal state-dependence test","[20, 1]",,,,,,,,
flappy,biological,1,neuron_ablation,21,0.0,0,21,boundary,-0.80898,0.19144408195771534,0.04761904761904767,"action-diversity proxy, not a causal state-dependence test","[20, 1]",,,,,,,,
flappy,biological,1,neuron_ablation,22,0.16666666666666666,1,31,boundary,0.29935082627641285,0.31793678026223976,0.09677419354838712,"action-diversity proxy, not a causal state-dependence test","[28, 3]",,,,,,,,
flappy,biological,1,neuron_ablation,23,0.16666666666666666,1,29,boundary,0.2717273623461238,0.33259421431189057,0.10344827586206895,"action-diversity proxy, not a causal state-dependence test","[26, 3]",,,,,,,,
flappy,biological,1,neuron_ablation,24,0.16666666666666666,1,27,boundary,0.25895660903850826,0.26405205182562674,0.07407407407407407,"action-diversity proxy, not a causal state-dependence test","[25, 2]",,,,,,,,
flappy,biological,1,neuron_ablation,25,0.0,0,21,boundary,-0.80898,0.19144408195771534,0.04761904761904767,"action-diversity proxy, not a causal state-dependence test","[20, 1]",,,,,,,,
flappy,biological,1,neuron_ablation,26,0.0,0,23,boundary,-0.7818380635436205,0.2954391918721141,0.08695652173913049,"action-diversity proxy, not a causal state-dependence test","[21, 2]",,,,,,,,
flappy,biological,1,neuron_ablation,27,0.0,0,23,pipe,-0.78696,0.2954391918721141,0.08695652173913049,"action-diversity proxy, not a causal state-dependence test","[21, 2]",,,,,,,,
flappy,biological,1,neuron_ablation,28,0.0,0,21,boundary,-0.8020907045810711,0.19144408195771534,0.04761904761904767,"action-diversity proxy, not a causal state-dependence test","[20, 1]",,,,,,,,
flappy,biological,1,neuron_ablation,29,0.0,0,21,boundary,-0.80898,0.19144408195771534,0.04761904761904767,"action-diversity proxy, not a causal state-dependence test","[20, 1]",,,,,,,,
flappy,biological,1,neuron_ablation,30,0.0,0,23,pipe,-0.7845829328439993,0.2954391918721141,0.08695652173913049,"action-diversity proxy, not a causal state-dependence test","[21, 2]",,,,,,,,
flappy,biological,1,neuron_ablation,31,0.0,0,23,boundary,-0.7894800000000001,0.2954391918721141,0.08695652173913049,"action-diversity proxy, not a causal state-dependence test","[21, 2]",,,,,,,,
flappy,biological,1,neuron_ablation,32,0.16666666666666666,1,31,boundary,0.3055904115958399,0.23921709381651082,0.06451612903225812,"action-diversity proxy, not a causal state-dependence test","[29, 2]",,,,,,,,
flappy,biological,1,neuron_ablation,33,0.0,0,21,boundary,-0.801323551943968,0.19144408195771534,0.04761904761904767,"action-diversity proxy, not a causal state-dependence test","[20, 1]",,,,,,,,
flappy,biological,1,neuron_ablation,34,0.0,0,10,boundary,-0.91808,-1.110223024625156e-15,0.0,"action-diversity proxy, not a causal state-dependence test","[10, 0]",,,,,,,,
flappy,biological,1,neuron_ablation,35,0.0,0,23,pipe,-0.78696,0.2954391918721141,0.08695652173913049,"action-diversity proxy, not a causal state-dependence test","[21, 2]",,,,,,,,
flappy,biological,1,neuron_ablation,36,0.0,0,23,boundary,-0.7894800000000001,0.2954391918721141,0.08695652173913049,"action-diversity proxy, not a causal state-dependence test","[21, 2]",,,,,,,,
flappy,biological,1,neuron_ablation,37,0.0,0,23,pipe,-0.78696,0.2954391918721141,0.08695652173913049,"action-diversity proxy, not a causal state-dependence test","[21, 2]",,,,,,,,
flappy,biological,1,neuron_ablation,38,0.0,0,23,pipe,-0.7848154507209592,0.2954391918721141,0.08695652173913049,"action-diversity proxy, not a causal state-dependence test","[21, 2]",,,,,,,,
flappy,biological,1,neuron_ablation,39,0.0,0,21,boundary,-0.80898,0.19144408195771534,0.04761904761904767,"action-diversity proxy, not a causal state-dependence test","[20, 1]",,,,,,,,
flappy,biological,2,before,0,0.0,0,10,boundary,-0.9157552686761107,-1.110223024625156e-15,0.0,"action-diversity proxy, not a causal state-dependence test","[10, 0]",,,,,,,,
flappy,biological,2,before,1,0.0,0,10,boundary,-0.90994302315739,-1.110223024625156e-15,0.0,"action-diversity proxy, not a causal state-dependence test","[10, 0]",,,,,,,,
flappy,biological,2,before,2,0.0,0,10,boundary,-0.91808,-1.110223024625156e-15,0.0,"action-diversity proxy, not a causal state-dependence test","[10, 0]",,,,,,,,
flappy,biological,2,before,3,0.0,0,10,boundary,-0.9164660785797712,-1.110223024625156e-15,0.0,"action-diversity proxy, not a causal state-dependence test","[10, 0]",,,,,,,,
flappy,biological,2,before,4,0.0,0,10,boundary,-0.91808,-1.110223024625156e-15,0.0,"action-diversity proxy, not a causal state-dependence test","[10, 0]",,,,,,,,
flappy,biological,2,before,5,0.0,0,10,boundary,-0.9128447035609789,-1.110223024625156e-15,0.0,"action-diversity proxy, not a causal state-dependence test","[10, 0]",,,,,,,,
flappy,biological,2,before,6,0.0,0,10,boundary,-0.9152105214449197,-1.110223024625156e-15,0.0,"action-diversity proxy, not a causal state-dependence test","[10, 0]",,,,,,,,
flappy,biological,2,before,7,0.0,0,10,boundary,-0.9143999756809299,-1.110223024625156e-15,0.0,"action-diversity proxy, not a causal state-dependence test","[10, 0]",,,,,,,,
flappy,biological,2,before,8,0.0,0,10,boundary,-0.9119220247068701,-1.110223024625156e-15,0.0,"action-diversity proxy, not a causal state-dependence test","[10, 0]",,,,,,,,
flappy,biological,2,before,9,0.0,0,10,boundary,-0.9146164895713242,-1.110223024625156e-15,0.0,"action-diversity proxy, not a causal state-dependence test","[10, 0]",,,,,,,,
flappy,biological,2,before,10,0.0,0,10,boundary,-0.9101945992978421,-1.110223024625156e-15,0.0,"action-diversity proxy, not a causal state-dependence test","[10, 0]",,,,,,,,
flappy,biological,2,before,11,0.0,0,10,boundary,-0.9159249337472192,-1.110223024625156e-15,0.0,"action-diversity proxy, not a causal state-dependence test","[10, 0]",,,,,,,,
flappy,biological,2,before,12,0.0,0,10,boundary,-0.91808,-1.110223024625156e-15,0.0,"action-diversity proxy, not a causal state-dependence test","[10, 0]",,,,,,,,
flappy,biological,2,before,13,0.0,0,10,boundary,-0.91808,-1.110223024625156e-15,0.0,"action-diversity proxy, not a causal state-dependence test","[10, 0]",,,,,,,,
flappy,biological,2,before,14,0.0,0,10,boundary,-0.91808,-1.110223024625156e-15,0.0,"action-diversity proxy, not a causal state-dependence test","[10, 0]",,,,,,,,
flappy,biological,2,before,15,0.0,0,10,boundary,-0.91808,-1.110223024625156e-15,0.0,"action-diversity proxy, not a causal state-dependence test","[10, 0]",,,,,,,,
flappy,biological,2,before,16,0.0,0,10,boundary,-0.9134089763383193,-1.110223024625156e-15,0.0,"action-diversity proxy, not a causal state-dependence test","[10, 0]",,,,,,,,
flappy,biological,2,before,17,0.0,0,10,boundary,-0.91808,-1.110223024625156e-15,0.0,"action-diversity proxy, not a causal state-dependence test","[10, 0]",,,,,,,,
flappy,biological,2,before,18,0.0,0,10,boundary,-0.91808,-1.110223024625156e-15,0.0,"action-diversity proxy, not a causal state-dependence test","[10, 0]",,,,,,,,
flappy,biological,2,before,19,0.0,0,10,boundary,-0.91808,-1.110223024625156e-15,0.0,"action-diversity proxy, not a causal state-dependence test","[10, 0]",,,,,,,,
flappy,biological,2,before,20,0.0,0,10,boundary,-0.91808,-1.110223024625156e-15,0.0,"action-diversity proxy, not a causal state-dependence test","[10, 0]",,,,,,,,
flappy,biological,2,before,21,0.0,0,10,boundary,-0.91808,-1.110223024625156e-15,0.0,"action-diversity proxy, not a causal state-dependence test","[10, 0]",,,,,,,,
flappy,biological,2,before,22,0.0,0,10,boundary,-0.9122293371162472,-1.110223024625156e-15,0.0,"action-diversity proxy, not a causal state-dependence test","[10, 0]",,,,,,,,
flappy,biological,2,before,23,0.0,0,10,boundary,-0.9141748441267595,-1.110223024625156e-15,0.0,"action-diversity proxy, not a causal state-dependence test","[10, 0]",,,,,,,,
